phase,round,position,policy,benchmark,workload,config,repeat,mode,elapsed_sec,interval_sec,interval_ops,interval_ops_per_sec,cumulative_ops,cumulative_ops_per_sec,final,log
main,01,1,native,xindex,a,native,1,native,60.0015,60.0015,1023757886,1.70622e+07,1023757886,1.70622e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-01/row-01-native-native/logs/xindex_a_native_r1.log
main,01,1,native,xindex,a,native,1,native,120.001,59.9993,737516988,1.22921e+07,1761274874,1.46772e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-01/row-01-native-native/logs/xindex_a_native_r1.log
main,01,1,native,xindex,a,native,1,native,180.001,60.0001,736706093,1.22784e+07,2497980967,1.38776e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-01/row-01-native-native/logs/xindex_a_native_r1.log
main,01,1,native,xindex,a,native,1,native,240.001,60.0002,737328879,1.22888e+07,3235309846,1.34804e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-01/row-01-native-native/logs/xindex_a_native_r1.log
main,01,1,native,xindex,a,native,1,native,300.001,59.9999,737984461,1.22998e+07,3973294307,1.32443e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-01/row-01-native-native/logs/xindex_a_native_r1.log
main,01,1,native,xindex,a,native,1,native,360.001,59.9999,737743496,1.22957e+07,4711037803,1.30862e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-01/row-01-native-native/logs/xindex_a_native_r1.log
main,01,1,native,xindex,a,native,1,native,420.001,60.0004,737651018,1.22941e+07,5448688821,1.2973e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-01/row-01-native-native/logs/xindex_a_native_r1.log
main,01,1,native,xindex,a,native,1,native,480.001,59.9996,737752877,1.2296e+07,6186441698,1.28884e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-01/row-01-native-native/logs/xindex_a_native_r1.log
main,01,1,native,xindex,a,native,1,native,540.001,60.0002,737720946,1.22953e+07,6924162644,1.28225e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-01/row-01-native-native/logs/xindex_a_native_r1.log
main,01,1,native,xindex,a,native,1,native,600.001,60,737682312,1.22947e+07,7661844956,1.27697e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-01/row-01-native-native/logs/xindex_a_native_r1.log
main,01,1,native,xindex,a,native,1,native,660.001,60.0002,737230467,1.22871e+07,8399075423,1.27258e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-01/row-01-native-native/logs/xindex_a_native_r1.log
main,01,1,native,xindex,a,native,1,native,720.001,59.9996,738076308,1.23014e+07,9137151731,1.26905e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-01/row-01-native-native/logs/xindex_a_native_r1.log
main,01,1,native,xindex,a,native,1,native,780.001,60.0001,737512237,1.22919e+07,9874663968,1.26598e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-01/row-01-native-native/logs/xindex_a_native_r1.log
main,01,1,native,xindex,a,native,1,native,840.001,60,737064067,1.22844e+07,10611728035,1.2633e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-01/row-01-native-native/logs/xindex_a_native_r1.log
main,01,1,native,xindex,a,native,1,native,900.065,60.0639,737570184,1.22798e+07,11349298219,1.26094e+07,1,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-01/row-01-native-native/logs/xindex_a_native_r1.log
main,01,2,auto-k1,xindex,a,hotset-use-local,1,local,60.0012,60.0012,1041765279,1.73624e+07,1041765279,1.73624e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-01/row-02-auto-k1-local/logs/xindex_a_hotset-use-local_r1.log
main,01,2,auto-k1,xindex,a,hotset-use-local,1,local,120.001,59.9999,780434062,1.30073e+07,1822199341,1.51849e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-01/row-02-auto-k1-local/logs/xindex_a_hotset-use-local_r1.log
main,01,2,auto-k1,xindex,a,hotset-use-local,1,local,180.001,60,779841149,1.29974e+07,2602040490,1.44557e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-01/row-02-auto-k1-local/logs/xindex_a_hotset-use-local_r1.log
main,01,2,auto-k1,xindex,a,hotset-use-local,1,local,240.001,60.0001,779703512,1.2995e+07,3381744002,1.40905e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-01/row-02-auto-k1-local/logs/xindex_a_hotset-use-local_r1.log
main,01,2,auto-k1,xindex,a,hotset-use-local,1,local,300.001,60.0001,780419982,1.3007e+07,4162163984,1.38738e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-01/row-02-auto-k1-local/logs/xindex_a_hotset-use-local_r1.log
main,01,2,auto-k1,xindex,a,hotset-use-local,1,local,360.001,59.9999,780948167,1.30158e+07,4943112151,1.37308e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-01/row-02-auto-k1-local/logs/xindex_a_hotset-use-local_r1.log
main,01,2,auto-k1,xindex,a,hotset-use-local,1,local,420.001,59.9998,779998936,1.3e+07,5723111087,1.36264e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-01/row-02-auto-k1-local/logs/xindex_a_hotset-use-local_r1.log
main,01,2,auto-k1,xindex,a,hotset-use-local,1,local,480.001,60,779413208,1.29902e+07,6502524295,1.35469e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-01/row-02-auto-k1-local/logs/xindex_a_hotset-use-local_r1.log
main,01,2,auto-k1,xindex,a,hotset-use-local,1,local,540.001,60,780268066,1.30045e+07,7282792361,1.34866e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-01/row-02-auto-k1-local/logs/xindex_a_hotset-use-local_r1.log
main,01,2,auto-k1,xindex,a,hotset-use-local,1,local,600.001,60.0001,780351704,1.30058e+07,8063144065,1.34385e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-01/row-02-auto-k1-local/logs/xindex_a_hotset-use-local_r1.log
main,01,2,auto-k1,xindex,a,hotset-use-local,1,local,660.001,59.9997,779454862,1.2991e+07,8842598927,1.33979e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-01/row-02-auto-k1-local/logs/xindex_a_hotset-use-local_r1.log
main,01,2,auto-k1,xindex,a,hotset-use-local,1,local,720.001,60.0003,780103185,1.30017e+07,9622702112,1.33648e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-01/row-02-auto-k1-local/logs/xindex_a_hotset-use-local_r1.log
main,01,2,auto-k1,xindex,a,hotset-use-local,1,local,780.001,59.9997,780564553,1.30095e+07,10403266665,1.33375e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-01/row-02-auto-k1-local/logs/xindex_a_hotset-use-local_r1.log
main,01,2,auto-k1,xindex,a,hotset-use-local,1,local,840.001,60.0007,780415431,1.30068e+07,11183682096,1.33139e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-01/row-02-auto-k1-local/logs/xindex_a_hotset-use-local_r1.log
main,01,2,auto-k1,xindex,a,hotset-use-local,1,local,900.051,60.0497,779625358,1.2983e+07,11963307454,1.32918e+07,1,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-01/row-02-auto-k1-local/logs/xindex_a_hotset-use-local_r1.log
main,01,3,auto-k1,xindex,a,hotset-use-target,1,remote,60.0013,60.0013,1210320346,2.01716e+07,1210320346,2.01716e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-01/row-03-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
main,01,3,auto-k1,xindex,a,hotset-use-target,1,remote,120.001,59.9997,872248519,1.45376e+07,2082568865,1.73546e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-01/row-03-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
main,01,3,auto-k1,xindex,a,hotset-use-target,1,remote,180.001,60,873643412,1.45607e+07,2956212277,1.64233e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-01/row-03-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
main,01,3,auto-k1,xindex,a,hotset-use-target,1,remote,240.001,60.0001,873464871,1.45577e+07,3829677148,1.59569e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-01/row-03-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
main,01,3,auto-k1,xindex,a,hotset-use-target,1,remote,300.001,60.0002,874440556,1.4574e+07,4704117704,1.56803e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-01/row-03-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
main,01,3,auto-k1,xindex,a,hotset-use-target,1,remote,360.002,60.0003,871547670,1.45257e+07,5575665374,1.54879e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-01/row-03-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
main,01,3,auto-k1,xindex,a,hotset-use-target,1,remote,420.001,59.9996,873567158,1.45596e+07,6449232532,1.53553e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-01/row-03-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
main,01,3,auto-k1,xindex,a,hotset-use-target,1,remote,480.001,59.9999,872308076,1.45385e+07,7321540608,1.52532e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-01/row-03-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
main,01,3,auto-k1,xindex,a,hotset-use-target,1,remote,540.002,60.0007,872160022,1.45358e+07,8193700630,1.51735e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-01/row-03-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
main,01,3,auto-k1,xindex,a,hotset-use-target,1,remote,600.001,59.9994,867829100,1.4464e+07,9061529730,1.51025e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-01/row-03-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
main,01,3,auto-k1,xindex,a,hotset-use-target,1,remote,660.001,59.9996,868939372,1.44824e+07,9930469102,1.50461e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-01/row-03-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
main,01,3,auto-k1,xindex,a,hotset-use-target,1,remote,720.001,60.0001,869499847,1.44916e+07,10799968949,1.49999e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-01/row-03-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
main,01,3,auto-k1,xindex,a,hotset-use-target,1,remote,780.001,59.9999,867859404,1.44643e+07,11667828353,1.49587e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-01/row-03-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
main,01,3,auto-k1,xindex,a,hotset-use-target,1,remote,840.001,59.9999,868783121,1.44797e+07,12536611474,1.49245e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-01/row-03-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
main,01,3,auto-k1,xindex,a,hotset-use-target,1,remote,900.07,60.069,868776135,1.4463e+07,13405387609,1.48937e+07,1,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-01/row-03-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
main,02,1,auto-k1,xindex,a,hotset-use-local,1,local,60.0008,60.0008,1001848593,1.66973e+07,1001848593,1.66973e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-02/row-01-auto-k1-local/logs/xindex_a_hotset-use-local_r1.log
main,02,1,auto-k1,xindex,a,hotset-use-local,1,local,120.001,60.0001,777704044,1.29617e+07,1779552637,1.48295e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-02/row-01-auto-k1-local/logs/xindex_a_hotset-use-local_r1.log
main,02,1,auto-k1,xindex,a,hotset-use-local,1,local,180.001,60.0004,777660644,1.29609e+07,2557213281,1.42066e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-02/row-01-auto-k1-local/logs/xindex_a_hotset-use-local_r1.log
main,02,1,auto-k1,xindex,a,hotset-use-local,1,local,240.001,60.0001,778070562,1.29678e+07,3335283843,1.38969e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-02/row-01-auto-k1-local/logs/xindex_a_hotset-use-local_r1.log
main,02,1,auto-k1,xindex,a,hotset-use-local,1,local,300.001,59.9998,777471721,1.29579e+07,4112755564,1.37091e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-02/row-01-auto-k1-local/logs/xindex_a_hotset-use-local_r1.log
main,02,1,auto-k1,xindex,a,hotset-use-local,1,local,360.001,60.0001,777261267,1.29543e+07,4890016831,1.35833e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-02/row-01-auto-k1-local/logs/xindex_a_hotset-use-local_r1.log
main,02,1,auto-k1,xindex,a,hotset-use-local,1,local,420.001,60,778169048,1.29695e+07,5668185879,1.34956e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-02/row-01-auto-k1-local/logs/xindex_a_hotset-use-local_r1.log
main,02,1,auto-k1,xindex,a,hotset-use-local,1,local,480.001,60.0002,777358564,1.29559e+07,6445544443,1.34282e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-02/row-01-auto-k1-local/logs/xindex_a_hotset-use-local_r1.log
main,02,1,auto-k1,xindex,a,hotset-use-local,1,local,540.001,59.9997,777743485,1.29625e+07,7223287928,1.33764e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-02/row-01-auto-k1-local/logs/xindex_a_hotset-use-local_r1.log
main,02,1,auto-k1,xindex,a,hotset-use-local,1,local,600.001,59.9998,777889917,1.29649e+07,8001177845,1.33353e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-02/row-01-auto-k1-local/logs/xindex_a_hotset-use-local_r1.log
main,02,1,auto-k1,xindex,a,hotset-use-local,1,local,660.001,60.0002,777900169,1.2965e+07,8779078014,1.33016e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-02/row-01-auto-k1-local/logs/xindex_a_hotset-use-local_r1.log
main,02,1,auto-k1,xindex,a,hotset-use-local,1,local,720.001,59.9999,777772504,1.29629e+07,9556850518,1.32734e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-02/row-01-auto-k1-local/logs/xindex_a_hotset-use-local_r1.log
main,02,1,auto-k1,xindex,a,hotset-use-local,1,local,780.001,60.0002,777829604,1.29638e+07,10334680122,1.32496e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-02/row-01-auto-k1-local/logs/xindex_a_hotset-use-local_r1.log
main,02,1,auto-k1,xindex,a,hotset-use-local,1,local,840.001,59.9998,777920819,1.29654e+07,11112600941,1.32293e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-02/row-01-auto-k1-local/logs/xindex_a_hotset-use-local_r1.log
main,02,1,auto-k1,xindex,a,hotset-use-local,1,local,900.064,60.0634,777584674,1.29461e+07,11890185615,1.32104e+07,1,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-02/row-01-auto-k1-local/logs/xindex_a_hotset-use-local_r1.log
main,02,2,auto-k1,xindex,a,hotset-use-target,1,remote,60.0039,60.0039,1122791748,1.8712e+07,1122791748,1.8712e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-02/row-02-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
main,02,2,auto-k1,xindex,a,hotset-use-target,1,remote,120.001,59.9973,857172275,1.42869e+07,1979964023,1.64995e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-02/row-02-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
main,02,2,auto-k1,xindex,a,hotset-use-target,1,remote,180.001,59.9997,857476750,1.42913e+07,2837440773,1.57635e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-02/row-02-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
main,02,2,auto-k1,xindex,a,hotset-use-target,1,remote,240.001,60.0004,857094707,1.42848e+07,3694535480,1.53938e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-02/row-02-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
main,02,2,auto-k1,xindex,a,hotset-use-target,1,remote,300.001,59.9999,857734889,1.42956e+07,4552270369,1.51742e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-02/row-02-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
main,02,2,auto-k1,xindex,a,hotset-use-target,1,remote,360,59.9993,857070638,1.42847e+07,5409341007,1.50259e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-02/row-02-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
main,02,2,auto-k1,xindex,a,hotset-use-target,1,remote,420.001,60.0007,857458904,1.42908e+07,6266799911,1.49209e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-02/row-02-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
main,02,2,auto-k1,xindex,a,hotset-use-target,1,remote,480.001,59.9996,857646552,1.42942e+07,7124446463,1.48426e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-02/row-02-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
main,02,2,auto-k1,xindex,a,hotset-use-target,1,remote,540.001,60.0002,857458136,1.42909e+07,7981904599,1.47813e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-02/row-02-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
main,02,2,auto-k1,xindex,a,hotset-use-target,1,remote,600.001,59.9999,858589127,1.43098e+07,8840493726,1.47341e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-02/row-02-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
main,02,2,auto-k1,xindex,a,hotset-use-target,1,remote,660.001,60,857413444,1.42902e+07,9697907170,1.46938e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-02/row-02-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
main,02,2,auto-k1,xindex,a,hotset-use-target,1,remote,720.001,60,858335704,1.43056e+07,10556242874,1.46614e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-02/row-02-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
main,02,2,auto-k1,xindex,a,hotset-use-target,1,remote,780.001,60.0001,858047209,1.43008e+07,11414290083,1.46337e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-02/row-02-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
main,02,2,auto-k1,xindex,a,hotset-use-target,1,remote,840.003,60.0025,857503869,1.42911e+07,12271793952,1.46092e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-02/row-02-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
main,02,2,auto-k1,xindex,a,hotset-use-target,1,remote,900.069,60.0659,856824371,1.42647e+07,13128618323,1.45862e+07,1,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-02/row-02-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
main,02,3,native,xindex,a,native,1,native,60.0007,60.0007,1006620251,1.67768e+07,1006620251,1.67768e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-02/row-03-native-native/logs/xindex_a_native_r1.log
main,02,3,native,xindex,a,native,1,native,120.001,60.0005,761654852,1.26941e+07,1768275103,1.47355e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-02/row-03-native-native/logs/xindex_a_native_r1.log
main,02,3,native,xindex,a,native,1,native,180.001,60,761459598,1.2691e+07,2529734701,1.4054e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-02/row-03-native-native/logs/xindex_a_native_r1.log
main,02,3,native,xindex,a,native,1,native,240.001,59.9996,761653350,1.26943e+07,3291388051,1.37141e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-02/row-03-native-native/logs/xindex_a_native_r1.log
main,02,3,native,xindex,a,native,1,native,300.001,60.0004,760925360,1.2682e+07,4052313411,1.35077e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-02/row-03-native-native/logs/xindex_a_native_r1.log
main,02,3,native,xindex,a,native,1,native,360.001,60,760857515,1.2681e+07,4813170926,1.33699e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-02/row-03-native-native/logs/xindex_a_native_r1.log
main,02,3,native,xindex,a,native,1,native,420.001,59.9999,761053599,1.26842e+07,5574224525,1.32719e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-02/row-03-native-native/logs/xindex_a_native_r1.log
main,02,3,native,xindex,a,native,1,native,480.001,59.9997,761624917,1.26938e+07,6335849442,1.31997e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-02/row-03-native-native/logs/xindex_a_native_r1.log
main,02,3,native,xindex,a,native,1,native,540.001,60.0004,761016422,1.26835e+07,7096865864,1.31423e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-02/row-03-native-native/logs/xindex_a_native_r1.log
main,02,3,native,xindex,a,native,1,native,600.001,59.9997,761080127,1.26847e+07,7857945991,1.30966e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-02/row-03-native-native/logs/xindex_a_native_r1.log
main,02,3,native,xindex,a,native,1,native,660.001,60.0002,760540956,1.26756e+07,8618486947,1.30583e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-02/row-03-native-native/logs/xindex_a_native_r1.log
main,02,3,native,xindex,a,native,1,native,720.001,60.0004,760709353,1.26784e+07,9379196300,1.30266e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-02/row-03-native-native/logs/xindex_a_native_r1.log
main,02,3,native,xindex,a,native,1,native,780.001,59.9997,760833695,1.26806e+07,10140029995,1.3e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-02/row-03-native-native/logs/xindex_a_native_r1.log
main,02,3,native,xindex,a,native,1,native,840.001,59.9997,761511538,1.26919e+07,10901541533,1.2978e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-02/row-03-native-native/logs/xindex_a_native_r1.log
main,02,3,native,xindex,a,native,1,native,900.065,60.0646,760811861,1.26666e+07,11662353394,1.29572e+07,1,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-02/row-03-native-native/logs/xindex_a_native_r1.log
main,03,1,auto-k1,xindex,a,hotset-use-target,1,remote,60.0013,60.0013,1124967418,1.87491e+07,1124967418,1.87491e+07,0,/home/shin/arbiter/build/arbiter-bench/hotset-auto-overnight-20260814-012754/main/round-03/row-01-auto-k1-cxl/logs/xindex_a_hotset-use-target_r1.log
